claim_id,policy_id,date,claim_value,is_accepted,state,zip_code,street
b119eb58-b413-4745-9d0d-36843f6ce0db,02e8ff9d-d89a-4383-a47e-1514c6ef648f,###2024-08-01###,2901.83,true,Wyoming,07899-5374,18509 Pfeffer Garden
ac825942-2d26-4520-ad9a-0aea2416aed3,02e8ff9d-d89a-4383-a47e-1514c6ef648f,###2024-11-01###,7256.42,false,Vermont,00084-5839,58749 Feest Parkways
3d2e0def-4401-4643-ab70-558d19a10895,02e8ff9d-d89a-4383-a47e-1514c6ef648f,###2024-09-01###,3595.73,true,Idaho,57111-8365,676 Norberto Forge
c93947ae-5a5f-42a4-8bed-72c10f06b749,77270779-c8c1-4984-8e9f-61783caa2b8a,###2024-03-01###,4321.92,true,Pennsylvania,07325-7125,252 Kuhn Ford
e42cde4c-7614-4579-ab32-528001b903fc,77270779-c8c1-4984-8e9f-61783caa2b8a,###2023-08-01###,5406.11,true,Arizona,64051,6555 Brooke Shoals
63b9bb77-6f57-4749-8810-b17e4be48702,77270779-c8c1-4984-8e9f-61783caa2b8a,###2023-07-01###,5099.67,true,Utah,16096,6616 Arianna Cove
8a115f53-f8fb-446a-b80e-175336e37a94,77270779-c8c1-4984-8e9f-61783caa2b8a,###2024-10-01###,6796.22,true,Arkansas,61060,193 Kyleigh Pine
99faa591-144a-448f-8ef8-7f11f4721d84,77270779-c8c1-4984-8e9f-61783caa2b8a,###2023-01-01###,8072.49,true,South Dakota,65325,41920 Marcos Burgs
dffdde51-b6c0-48f3-85ce-f4ec8bc651f5,77270779-c8c1-4984-8e9f-61783caa2b8a,###2023-04-01###,6216.46,true,Colorado,32258,712 Melany Terrace
74346d62-daa0-4915-b6d8-c18e469f3ea3,fcc1be78-9346-4cbd-9147-d85ff653a0a4,###2023-06-01###,3917.25,true,New Jersey,48415,605 Allison Field
07ece888-9b77-49e1-b629-5a77efea2d3f,fcc1be78-9346-4cbd-9147-d85ff653a0a4,###2024-07-01###,1752.29,true,South Carolina,71874-4662,62597 Predovic Junctions
4bc1cf32-11f7-41e0-95c9-1a19fcfbb80b,fcc1be78-9346-4cbd-9147-d85ff653a0a4,###2023-11-01###,6438.32,false,Massachusetts,88153,67053 Wolff Stream
1cbe4317-82da-47a1-b95b-ffeb12e17d01,8a4a6577-5ff1-4297-a78e-377c93275419,###2023-03-01###,4126.08,true,Michigan,96515-3937,33201 Camylle Club
e64a0edc-77a3-433b-baa8-89527b32632f,5fd46e9d-db69-4a3c-a870-249fd38112b4,###2023-07-01###,6148.63,true,Indiana,19329,988 Clinton Manor
3326798f-2c2b-431d-b4d0-892adaf78507,5fd46e9d-db69-4a3c-a870-249fd38112b4,###2024-07-01###,7020.23,false,Illinois,61936,04731 Luz Pike
a3795090-4d20-459f-a297-559f357b6826,5fd46e9d-db69-4a3c-a870-249fd38112b4,###2024-08-01###,8975.83,true,Washington,06131,09012 Koelpin Land
d0fa09a0-058e-4d52-a6c5-a732ad54db86,5fd46e9d-db69-4a3c-a870-249fd38112b4,###2024-11-01###,4043.5,false,Wisconsin,07022,846 Halvorson Union
d70f26ba-fd33-4b15-824d-f336d6f83bdb,5fd46e9d-db69-4a3c-a870-249fd38112b4,###2023-03-01###,4874.91,false,Kentucky,35419,57185 Nasir Forks
2c4b3957-dca4-4ba5-9814-b0f95498bd3d,5fd46e9d-db69-4a3c-a870-249fd38112b4,###2024-05-01###,5620.65,true,Nevada,01612-8143,6436 Berge Wells
57646ae2-910b-4cbe-92c8-5920ded4a0dc,a666f7a8-dbcd-44ae-9996-0419ed88895e,###2024-04-01###,3070.49,true,Florida,42070-5690,88295 Rico Estate
136f9c72-ec46-4cf8-b011-992b39ae4cff,c5a8724d-14a7-4ff0-a5ad-db5380a55835,###2024-10-01###,4743.39,true,Texas,02684,807 Bert Estates
49e0fb95-cd41-43a5-8c99-02404886bc6d,c5a8724d-14a7-4ff0-a5ad-db5380a55835,###2024-05-01###,4083.17,false,Tennessee,96111-4643,947 Jones Brook
fd9f0675-e449-467d-b576-560f48278470,87c981c8-9467-474c-bee1-4f345590d9be,###2023-09-01###,3959.02,false,Tennessee,67124-6137,449 Jessyca Mall
ba8d0f69-b3d4-4b96-b5f2-4b9a149b2970,e839a80e-229c-4825-b77e-3ab64590b9c0,###2023-05-01###,3183.01,true,Michigan,16204,6644 Satterfield Manors
70024f28-4453-4e8b-b91f-67c73687ae04,af23bc95-2afd-40e9-93e7-7f599ddedfe1,###2024-11-01###,2948.29,true,Ohio,73295,802 Ronaldo Port
d04e0a96-ef98-4605-bd65-b921fdca4200,af23bc95-2afd-40e9-93e7-7f599ddedfe1,###2024-07-01###,2103.95,true,Texas,04251,19365 Breitenberg Lights
5f303c3a-4070-4659-8742-586012c79c5f,af23bc95-2afd-40e9-93e7-7f599ddedfe1,###2023-05-01###,3760.21,true,Idaho,39387-7343,2714 Tyrese Ferry
0e4abd59-260d-4d58-aeb9-2a7c051c3607,af23bc95-2afd-40e9-93e7-7f599ddedfe1,###2023-03-01###,1579.38,true,Rhode Island,70591,0560 Walsh Village
05f1407d-ea02-42b9-862f-e533db7752ca,af23bc95-2afd-40e9-93e7-7f599ddedfe1,###2024-09-01###,2821.95,true,Minnesota,58314-5935,00544 Frami Lock
70cc1061-6a75-494d-a98e-db494f5e4497,c5549381-facd-4327-b0ab-0af645025d44,###2023-08-01###,6375.08,true,Arkansas,29133,797 Anderson Brooks
5a2b2458-7d13-4bdb-ba7f-9e0f95c8052e,c5549381-facd-4327-b0ab-0af645025d44,###2024-11-01###,3255.32,true,North Dakota,18569,8686 Cicero Brooks
f59c62b3-57a9-46ca-82d0-41d128854e9f,c5549381-facd-4327-b0ab-0af645025d44,###2023-03-01###,7046.7,true,Nebraska,42037,3730 Lou Mews
b2d95abe-2d7f-4154-a500-1b2c2679fa87,f8faf055-8bad-4a13-9e68-6ed6a8cac334,###2024-10-01###,7663.34,true,North Carolina,73780,0925 Kozey Isle
f8441651-4820-4c2c-b891-0c855a0fb1ca,f8faf055-8bad-4a13-9e68-6ed6a8cac334,###2024-05-01###,6757.88,true,Utah,39212,135 Hettinger Fort
abed5d4c-ac43-4615-889b-56e266c9171e,f8faf055-8bad-4a13-9e68-6ed6a8cac334,###2023-06-01###,5061.2,true,Utah,73973-2076,99959 Sigmund Harbor
9689e6cb-11b4-426f-8206-de5bca06755b,f8faf055-8bad-4a13-9e68-6ed6a8cac334,###2023-07-01###,6648.65,true,Tennessee,31159-5086,86257 Becker Fork
189a3e76-1350-4779-aa1d-af47dcf8c146,f8faf055-8bad-4a13-9e68-6ed6a8cac334,###2023-03-01###,3415.41,false,Illinois,68129,02392 Rebekah Stream
075b08d2-31f4-4cd0-b867-01ab3e5871b6,f8faf055-8bad-4a13-9e68-6ed6a8cac334,###2023-11-01###,3848.25,true,Nevada,88204,1507 Marie Crossing
4f4f34a8-4149-40bc-8fac-e420aac8bb57,f8faf055-8bad-4a13-9e68-6ed6a8cac334,###2024-06-01###,4010.75,true,Ohio,99956,510 Violet Motorway
ec764371-502a-48b6-ae07-06ce59620348,a8148074-9fcc-4dd1-b0f7-c68b8eda8e33,###2024-06-01###,7014.39,true,Alabama,59947,2992 Moshe Drives
251064e8-0777-478d-a2d2-43d3b893d1ad,a8148074-9fcc-4dd1-b0f7-c68b8eda8e33,###2024-05-01###,5829.69,true,North Dakota,28775,02456 Daugherty Roads
6b244b09-1c84-4448-a1f2-ed33a293fe5d,a8148074-9fcc-4dd1-b0f7-c68b8eda8e33,###2024-01-01###,283.33,false,North Dakota,32109-7859,7939 Bauch Bypass
b5775d6f-f006-433e-9860-9ecbb15e25ed,a8148074-9fcc-4dd1-b0f7-c68b8eda8e33,###2023-08-01###,832.27,true,New Jersey,08191-0853,817 Conn Fords
22685f28-f55f-484e-8e3e-0a5d3474c2ea,a8148074-9fcc-4dd1-b0f7-c68b8eda8e33,###2024-08-01###,8828.42,true,North Carolina,43165,289 Crystal Heights
62df34de-f568-4ca1-ad4b-6a5fad369505,a8148074-9fcc-4dd1-b0f7-c68b8eda8e33,###2024-06-01###,4647.9,true,Oklahoma,74950,6735 Haskell Garden
ef04c219-0472-4f1f-8df1-26174b35bf38,761d61fd-1d38-447d-bc00-f463c1c8f119,###2023-01-01###,5596.73,true,Colorado,46178-4612,5878 Hirthe Radial
4a9a9510-6496-44aa-8483-341031a67dce,761d61fd-1d38-447d-bc00-f463c1c8f119,###2024-03-01###,5321.1,true,Oregon,47714,2070 Summer Shoals
38028756-371f-4723-a8d5-216c20733728,ad525799-6422-4ac7-a691-b3acbede1783,###2024-01-01###,3530.58,true,Alabama,83790-4713,84569 Collin Crescent
e49d7b6a-87f6-4c72-85e8-28542ce764a8,c3ddbe19-b4b8-40d0-b727-1f8a8cf5513e,###2023-01-01###,4974.37,true,Maryland,34644-9998,3091 Weissnat Ferry
a44801a2-e0f3-46e7-a37a-7a8804cf13d0,c3ddbe19-b4b8-40d0-b727-1f8a8cf5513e,###2024-12-01###,1891.55,true,Utah,94420-1595,441 Ray Falls
f6bf2176-d957-4051-9a57-1a13519150f4,c3ddbe19-b4b8-40d0-b727-1f8a8cf5513e,###2023-07-01###,2685.77,true,Vermont,30963-6280,916 Mona Manors
40e6a6d2-d2ae-46c7-8e60-6269f8f73d07,c3ddbe19-b4b8-40d0-b727-1f8a8cf5513e,###2023-03-01###,5577.3,true,North Dakota,96734-7940,8638 Swaniawski Rapid
e498fd7b-3edf-4c34-91f9-11c7c141e613,c3ddbe19-b4b8-40d0-b727-1f8a8cf5513e,###2024-05-01###,4276.9,true,Kentucky,55355,68346 Alexandrine Divide
9c96b4c4-bb7e-4f10-acbe-061d12ec3fe5,c3ddbe19-b4b8-40d0-b727-1f8a8cf5513e,###2023-12-01###,4824.15,true,Kansas,86488,159 Kieran Underpass
16277197-f4c7-4cba-b3e1-3fe305d17d03,c3ddbe19-b4b8-40d0-b727-1f8a8cf5513e,###2024-02-01###,6958.86,true,New Hampshire,93312,6801 Purdy Mount
b609a55e-94f2-4a51-8a81-566eec12d699,b29545fe-78a4-4494-b5b6-17e7f2493952,###2023-11-01###,7260.36,true,Indiana,44084-8152,9489 McDermott Club
c1d18fc4-09cf-4355-9469-f5dfaaec7c3f,b29545fe-78a4-4494-b5b6-17e7f2493952,###2023-07-01###,921.84,false,New Hampshire,93370,666 Liana Hills
f1d53774-887b-4803-8206-68dead25c047,b29545fe-78a4-4494-b5b6-17e7f2493952,###2023-08-01###,2450.53,true,North Dakota,09908-3919,034 McCullough Fall
f8fa2a47-99b3-4bc5-beb2-13d94d4f1715,b29545fe-78a4-4494-b5b6-17e7f2493952,###2024-07-01###,3032.66,false,New York,74627-0177,96848 Devyn Stravenue
27230489-ea59-4357-8ab6-0424b4f42703,adb8f0ca-f43e-4bcf-a707-a6754a055e1a,###2023-05-01###,8370.94,true,Massachusetts,41302-7067,007 Rowena Lodge
fd21174d-c008-469d-80b9-33d83f465bc1,adb8f0ca-f43e-4bcf-a707-a6754a055e1a,###2023-02-01###,3187.41,true,Pennsylvania,17808-9717,98794 Maribel Lakes
0efca7c9-305d-4125-87ec-2bb942d5546a,adb8f0ca-f43e-4bcf-a707-a6754a055e1a,###2023-10-01###,2932.53,true,Wisconsin,02728-5369,88565 Welch Motorway
3d0e4205-94d6-45ec-bd53-b50fceea044a,069b4c7f-ad83-49ab-87e4-944a3d5d0ebb,###2023-04-01###,7012.03,true,Missouri,39289,212 Hagenes Highway
6b73f780-cdc0-4008-91d5-89cff636a0b3,069b4c7f-ad83-49ab-87e4-944a3d5d0ebb,###2023-05-01###,6976.3,true,New Jersey,05163-2127,698 Breitenberg Track
68ce6da2-b5d9-40d6-937f-2dcdd6845a13,069b4c7f-ad83-49ab-87e4-944a3d5d0ebb,###2024-06-01###,1286.72,true,Massachusetts,49613,594 Cleve Club
36a2b733-119f-472a-8891-41833a3b872d,069b4c7f-ad83-49ab-87e4-944a3d5d0ebb,###2024-12-01###,3105.47,false,Montana,29608,6937 Hilll Cliffs
5e05806c-a56b-4bad-b49b-afe5b0904d4c,069b4c7f-ad83-49ab-87e4-944a3d5d0ebb,###2024-08-01###,5801.57,true,North Carolina,80364-9173,063 Heathcote Trace
a9eda98d-0332-4959-acfd-e9d682f7ab8f,069b4c7f-ad83-49ab-87e4-944a3d5d0ebb,###2023-12-01###,9097.57,false,Minnesota,10689,50052 Burdette Course
e0cefeec-6466-468f-87ec-4c04d8164558,069b4c7f-ad83-49ab-87e4-944a3d5d0ebb,###2024-02-01###,2179.21,false,Hawaii,56225-1134,6988 Grover Villages
12e2194b-9c3d-48f9-8f8e-2beaead4d12d,ce8b004e-25c3-4726-9196-4d5e6ca139ba,###2024-08-01###,6982.76,true,Nebraska,96322,40107 Julie Union
200d3e34-1d3d-4feb-93e8-15a6f168a0f7,f75ce63b-3c77-446d-8223-fc0a4b0a3bc3,###2023-08-01###,6307.03,true,New York,15704-9200,889 Becker Streets
587f0b88-5ad9-4088-987e-0d583774fdb0,f75ce63b-3c77-446d-8223-fc0a4b0a3bc3,###2023-01-01###,6577.12,true,West Virginia,66920,351 Keeling Burg
a882f326-8b24-41c8-b1ae-b497ae58b984,f75ce63b-3c77-446d-8223-fc0a4b0a3bc3,###2024-10-01###,4137.75,true,New York,29217-6559,02670 DuBuque Greens
f137135c-90db-4bbc-a00d-6f7ecd520d5b,ad185b9f-27bf-427d-863b-f8e8f80ead95,###2024-10-01###,3709.48,true,Arkansas,66460-1177,05549 Strosin Trace
582ab253-6070-469a-a0a1-e6620ed316ea,ad185b9f-27bf-427d-863b-f8e8f80ead95,###2023-12-01###,3008.74,true,Arkansas,98121,38563 Hardy Lock
3b339710-854e-43d4-8b7d-cafb4af91709,8dcd1b28-b13d-4b95-97db-b4c0c680695a,###2023-10-01###,4744.59,true,Massachusetts,75534,502 Marquis Shore
2bbd8f60-cdc8-4c3c-afdf-caf803f574bc,9898453f-ce8d-4d1e-bed0-ab7cf0f6770b,###2023-04-01###,4086.66,true,Michigan,53382,910 Houston Cliffs
e3bf9d21-6ffe-4739-a478-131444429241,9898453f-ce8d-4d1e-bed0-ab7cf0f6770b,###2024-01-01###,9601.9,true,North Dakota,97052-8808,124 Zoila Shoals
2a62fb69-11ff-4ae9-81a8-57b9fe660fa1,9898453f-ce8d-4d1e-bed0-ab7cf0f6770b,###2024-04-01###,392.22,true,New York,91057,853 Hane Canyon
2330d82e-b9d9-4003-b1a7-15c0cfc9e2de,9898453f-ce8d-4d1e-bed0-ab7cf0f6770b,###2024-12-01###,941.27,true,Arkansas,77538-8559,690 Francisca Meadows
90b33405-6d9b-4dd8-848b-2930cb09ba61,9898453f-ce8d-4d1e-bed0-ab7cf0f6770b,###2024-08-01###,1325.76,true,Rhode Island,97268-5363,729 Altenwerth Cape
3c783e13-171c-417a-8c6b-84d4cae6de55,9898453f-ce8d-4d1e-bed0-ab7cf0f6770b,###2023-11-01###,513.14,true,Colorado,81507-6746,6103 Haag Heights
89ab5e69-9954-489a-8e9f-940d848eb3ba,6ac3a9e7-042c-4c78-8433-d71e3b15c8b1,###2024-12-01###,6169.72,true,Connecticut,59306,1384 Xavier Well
6cf1c03d-d36f-460d-a25c-f78f3a5d0245,3634cd8e-06e7-408c-8d01-6c23d4f47179,###2024-08-01###,5474.79,true,Virginia,41363,62567 Rosenbaum Alley
a1ee637f-2c9e-460a-86a0-c21a4f1f8c4c,3634cd8e-06e7-408c-8d01-6c23d4f47179,###2024-05-01###,6818.76,true,Washington,57375-2624,134 Berge Ways
d248feb3-a637-4d22-81ba-ddb7f344e5eb,3634cd8e-06e7-408c-8d01-6c23d4f47179,###2023-09-01###,2638.53,true,Georgia,24264-0037,936 Morar Gateway
9e12bc7f-e282-48bd-81a1-82ae38758214,3634cd8e-06e7-408c-8d01-6c23d4f47179,###2023-01-01###,2578.39,true,Arizona,24764-9850,756 Ardella Springs
81d12231-420b-4f3c-a39f-1d2ffe79dbb7,3634cd8e-06e7-408c-8d01-6c23d4f47179,###2023-07-01###,4266.32,true,New Hampshire,00411-8758,657 Moen Camp
89db0d34-e4f9-41ac-b248-d3b2c08f9542,3634cd8e-06e7-408c-8d01-6c23d4f47179,###2024-08-01###,2852.7,false,Iowa,07638-9666,61692 Doyle Freeway
3cdb3f72-28a6-465e-a768-a3506308191c,3c2f8141-ef85-4e74-b99d-92333d1fc8c3,###2023-10-01###,6593.2,false,New Hampshire,78324,082 Laurianne Flats
538e201c-4191-4ba4-941b-b255fdfb835b,3c2f8141-ef85-4e74-b99d-92333d1fc8c3,###2023-07-01###,3897.56,true,Montana,62521-1371,25811 Roob Crest
ff3a7b47-c06c-4c15-b0f3-829f116779c9,3c2f8141-ef85-4e74-b99d-92333d1fc8c3,###2024-02-01###,5567.04,true,Ohio,02288-9455,5265 Nathen Stravenue
7ab944ad-e527-4f7b-98ae-43907addaec2,3c2f8141-ef85-4e74-b99d-92333d1fc8c3,###2023-11-01###,7835.96,true,Texas,28597,4290 Louisa Avenue
7a9b0057-9c77-48fd-bac8-4a2c46210ffc,3c2f8141-ef85-4e74-b99d-92333d1fc8c3,###2024-12-01###,6971.11,true,Wisconsin,85417-6069,2031 McLaughlin Unions
951ee744-8bc8-4e18-a0fe-7a8f97f75f68,c3a975b4-70bb-4733-9dec-33c370b548e0,###2023-11-01###,9836.94,true,Michigan,76273-8733,59599 Osinski Locks
279288d0-1355-4722-a0a2-f5a40732f823,c3a975b4-70bb-4733-9dec-33c370b548e0,###2024-12-01###,6875.05,false,Hawaii,71434-2785,9060 Esther Burg
8282abea-da02-4173-b0b6-3e587418fc59,c3a975b4-70bb-4733-9dec-33c370b548e0,###2023-08-01###,6803.48,true,South Dakota,66119,0239 Evert Estate
2f1f4743-64b5-48cd-8cc2-9b71fdd09346,c3a975b4-70bb-4733-9dec-33c370b548e0,###2023-02-01###,2224.58,false,Louisiana,78401-5358,88237 Dudley Spur
7fda7a23-461e-4e50-b4ef-b222696dec9f,c3a975b4-70bb-4733-9dec-33c370b548e0,###2023-04-01###,4405.65,false,Iowa,69571,01112 Schimmel Crossroad
314ae9a7-2bda-4cf5-bdf5-f997aad5c6bb,c3a975b4-70bb-4733-9dec-33c370b548e0,###2023-08-01###,9697.75,true,Vermont,99930-6315,515 Moen Shore
705103bc-ead6-45e5-a07b-260090537c57,f8df91a8-acb4-4bec-89d0-c0fbf67d90f6,###2024-01-01###,8041.0,true,Kentucky,17422-4786,46581 White Freeway
fcb95dd3-81f8-4dc6-a4d9-6138b1afcb6b,f8df91a8-acb4-4bec-89d0-c0fbf67d90f6,###2024-07-01###,2941.87,true,New Mexico,59906,17685 Corbin Points
4db271f3-9a51-490f-8b97-104481ca047f,f8df91a8-acb4-4bec-89d0-c0fbf67d90f6,###2023-02-01###,6049.81,true,Arizona,42471,8807 Kreiger Canyon
cc17a4cd-5850-413a-a303-28fb8f78a83a,a0ae2062-04bc-4b35-9757-e6e8e349b59d,###2023-01-01###,8569.01,true,Michigan,62115-5600,747 Travon Well
0311ed83-4e9f-4890-bfbf-7a262a7495a8,c3b321a4-4f2a-4efd-a5fb-013890cf4731,###2023-03-01###,6551.99,true,New Mexico,52833,530 Kassulke Points
7ce00436-cbc3-42f3-a071-e39dd0a97e8d,b2bac716-8322-437d-a34a-12e2b82f1581,###2023-11-01###,2014.17,true,Massachusetts,90365-7434,119 Torphy Fords
1da66874-86d6-45dd-b24e-558aa96e0109,b2bac716-8322-437d-a34a-12e2b82f1581,###2024-11-01###,415.28,true,Hawaii,68990-1984,233 Legros Plaza
18040c2a-49d1-4c02-b5e4-72c93bd4ac7b,b2bac716-8322-437d-a34a-12e2b82f1581,###2024-10-01###,6901.02,true,Alabama,18614-2775,4265 Auer Stream
7226e329-30b9-4b42-8e1a-cc3f47f9ad0b,b2bac716-8322-437d-a34a-12e2b82f1581,###2024-10-01###,5758.87,false,Texas,16308-6479,832 Durgan Walk
2a392f5e-6b4f-452e-99ae-c430edb18194,2a2be5a0-4eb5-4ea6-a165-67695e82b7f5,###2024-12-01###,8127.03,true,New Mexico,35189-6603,06751 Trantow Creek
4f2bc7b6-bbb2-4824-8e69-d37049ac36b5,2a2be5a0-4eb5-4ea6-a165-67695e82b7f5,###2024-12-01###,3486.79,false,Oklahoma,68396,2877 Bashirian Branch
a474e7a6-c228-4316-b7d7-70719fac77e0,2a2be5a0-4eb5-4ea6-a165-67695e82b7f5,###2023-01-01###,975.83,false,Maryland,78157-6836,21480 Rippin Glen
63c81c68-545f-4ddf-99a6-85656e8e3041,2a2be5a0-4eb5-4ea6-a165-67695e82b7f5,###2024-04-01###,7163.54,true,South Carolina,65008-1951,4758 Nitzsche Cliffs
562918da-d42e-4857-9a48-c2e07a7f6a93,d36a52cf-b95a-4c73-9748-6e8492072105,###2024-12-01###,5177.16,true,Indiana,25192-9560,67574 Dickens Bridge
6fb7baa6-68c0-4f9d-87cf-70abb3285e89,d36a52cf-b95a-4c73-9748-6e8492072105,###2024-04-01###,5660.98,true,New Mexico,53390,68782 Helene Roads
2038f891-7d40-42cf-8140-a00eef7224ca,d36a52cf-b95a-4c73-9748-6e8492072105,###2023-05-01###,3366.3,true,Colorado,50050-8479,2961 Mayer Groves
a2d4a78d-eecc-41eb-9ecf-802f6219936a,d36a52cf-b95a-4c73-9748-6e8492072105,###2023-04-01###,6287.68,true,Maine,32892-8737,1661 Lyric Extensions
75bc684a-4400-43be-bb5a-31b51894ffe7,d36a52cf-b95a-4c73-9748-6e8492072105,###2024-06-01###,6415.86,false,Arizona,04025,9609 Oren Valley
c168a883-d6b4-4164-a317-eaf095484f7a,48f19a93-f002-44bc-9f2d-b7ba42111052,###2024-12-01###,4574.75,true,Connecticut,88042-8670,39760 Lamar Gardens
fb72f00c-333c-4907-96ab-fd990328aace,48f19a93-f002-44bc-9f2d-b7ba42111052,###2023-11-01###,1543.3,true,California,33957,7677 Kub Meadows
5935e5f6-e7fc-47ff-8f9c-2929bf43e487,48f19a93-f002-44bc-9f2d-b7ba42111052,###2023-11-01###,4950.42,false,Louisiana,90305-9509,41627 Rempel Place
b0a9de41-c517-4804-a903-e9d5bf3dd365,48f19a93-f002-44bc-9f2d-b7ba42111052,###2024-10-01###,1837.89,true,New Mexico,89625,503 Lind Courts
f7a68740-1759-4b72-ab84-a1ecf5ba1c00,48f19a93-f002-44bc-9f2d-b7ba42111052,###2023-11-01###,3410.29,false,Maryland,60126-1095,70969 Elouise Rapid
b6cf8fb6-4ff4-499b-92a8-ccf0e76269b8,48f19a93-f002-44bc-9f2d-b7ba42111052,###2023-02-01###,5054.57,true,Nevada,08994,2734 Sanford Skyway
b7467d54-fd73-4c65-8832-7219a661eddb,d92f78da-5109-4fc1-9730-9538fa314998,###2023-01-01###,8537.35,false,New York,13367,53675 Predovic Island
e49c0107-6802-49ce-b196-2ef06e472f2d,d92f78da-5109-4fc1-9730-9538fa314998,###2024-03-01###,4886.09,true,Louisiana,55974-4516,0276 Brooklyn Loop
03d1adb4-ed30-4f6d-99cf-e7df5a580f8f,d92f78da-5109-4fc1-9730-9538fa314998,###2024-06-01###,1630.42,true,New York,71842,83254 Cortney Roads
a46cb458-4d0a-4956-81b8-bf468d234532,d92f78da-5109-4fc1-9730-9538fa314998,###2024-02-01###,6068.73,true,Virginia,37581-5259,5075 Macejkovic Manors
d61ae46c-4c66-4947-9fd2-3e09d29d223b,33170d3f-b1c9-488e-ada6-54b8151bf367,###2024-07-01###,7617.71,true,Wyoming,56703,3417 Schoen Villages
45e3f8fd-f407-49e0-bf7b-f46627013070,33170d3f-b1c9-488e-ada6-54b8151bf367,###2024-10-01###,4262.43,true,Georgia,44138-9545,7971 Cartwright Court
1dc95fd9-661b-406a-ad2e-24a24a92d129,33170d3f-b1c9-488e-ada6-54b8151bf367,###2023-04-01###,4054.38,true,Louisiana,80698-3823,46940 Edwin Passage
2417870c-7cc3-479d-a354-137283c59477,33170d3f-b1c9-488e-ada6-54b8151bf367,###2023-04-01###,9198.12,false,Alabama,79753-7099,915 Hoppe Path
bfc23f47-01f0-4e20-9823-e9974778a8c6,33170d3f-b1c9-488e-ada6-54b8151bf367,###2024-03-01###,6708.93,true,Indiana,46883,2447 Jacobs Ways
56af3376-8aba-484a-bf94-b6bfd5bf9640,33170d3f-b1c9-488e-ada6-54b8151bf367,###2024-09-01###,6869.71,false,Vermont,14348-4949,602 Mallory Mills
451961c3-22b0-4a68-8ec4-7c78f50a13da,33170d3f-b1c9-488e-ada6-54b8151bf367,###2023-06-01###,6854.93,false,South Dakota,03822-8136,59063 Arely Way
6d08a89b-0bed-4233-b1fc-93e580847154,de7ff173-f114-4283-86ee-8a9a63401562,###2024-08-01###,8727.57,true,Nevada,89355-3435,36723 Eliane Harbor
815c6240-8bfc-4285-a4f2-4b3793c559dd,de7ff173-f114-4283-86ee-8a9a63401562,###2023-05-01###,6918.3,true,Idaho,82910,05506 Hudson Garden
908046c5-ba26-45ac-bbcb-c627132406e3,de7ff173-f114-4283-86ee-8a9a63401562,###2023-01-01###,7796.54,true,Oklahoma,77516,4470 Hermiston Greens
2decf5fd-9de1-4c7a-b4b4-10b183a73f28,de7ff173-f114-4283-86ee-8a9a63401562,###2024-10-01###,705.71,true,New Hampshire,49894,3917 Eleanore Lights
c8898221-29c8-4ee8-9898-66dae480ef6d,de7ff173-f114-4283-86ee-8a9a63401562,###2024-01-01###,6585.68,true,Washington,64087,9098 Cummings Street
2f1e24b9-c552-4134-8f73-caa1f091e4e1,cf97d533-e571-4354-90c5-46ce190cc5ff,###2024-10-01###,4977.1,true,Arizona,54611-2504,0696 Howell Turnpike
396ae15d-2b14-4b03-b3e2-eebb8c2e06ef,cf97d533-e571-4354-90c5-46ce190cc5ff,###2024-01-01###,7996.87,true,Georgia,11967-0444,0660 Carole Harbor
8fca4d35-7c31-4ccc-8b38-3270f8f48a99,cf97d533-e571-4354-90c5-46ce190cc5ff,###2024-03-01###,852.75,true,Tennessee,95941,078 Abshire Squares
08ca21fd-b997-4fb3-9dad-bf0a84de10d5,cf97d533-e571-4354-90c5-46ce190cc5ff,###2024-06-01###,1489.86,true,Missouri,82602,76638 Tremaine Ville
707308f3-ca91-41f9-9dfe-7ed22b2531b9,08212ee5-eca4-4c9d-a528-cb4a6af98423,###2024-11-01###,4990.3,true,Maine,60541-5702,414 Kallie Gardens
2c3ff387-a5e0-4c49-ae9f-f632da25c0ab,08212ee5-eca4-4c9d-a528-cb4a6af98423,###2023-04-01###,4525.5,true,Wyoming,57313,52309 Toy Unions
1b0f2870-5303-4d8b-a1b6-044f96728aba,08212ee5-eca4-4c9d-a528-cb4a6af98423,###2024-12-01###,4538.25,true,Nebraska,42516,6136 Amari Crescent
953cf14c-28a5-4f26-b91f-2eadc7fb7f8c,08212ee5-eca4-4c9d-a528-cb4a6af98423,###2024-10-01###,2658.92,false,Oregon,79940,0488 Hartmann Inlet
ee28f056-24db-4711-a8f5-cf360e64c496,08212ee5-eca4-4c9d-a528-cb4a6af98423,###2023-01-01###,9071.02,true,Arizona,27621-8153,597 Abbott Cliffs
0ee484ba-e071-4a1f-a6bc-36e4518b8377,491b5fd2-1480-410a-b803-0f7fa837818b,###2023-11-01###,502.28,true,Texas,42687,487 Hettinger Mountain
c29b52f6-2407-421c-86aa-3f91e60e07d8,491b5fd2-1480-410a-b803-0f7fa837818b,###2024-04-01###,9073.67,true,Connecticut,39511-7642,731 Klein Garden
6e9e18f3-818d-4a36-b225-35d749bc929e,491b5fd2-1480-410a-b803-0f7fa837818b,###2023-03-01###,1841.22,false,Michigan,95707,84825 Kendrick Square
c3e27edd-0bb4-4ad0-b472-68c4aabcbc4f,491b5fd2-1480-410a-b803-0f7fa837818b,###2024-11-01###,894.54,false,Nevada,18906-4427,665 Nader Parkways
